Age,Workclass,Years of Education,Occupation,Race,Sex,Hour/Week,Country,Classification
37, Private,10, Adm-clerical, White, Female,25, USA, Yes
27, Private,3, Craft-repair, White, Male,40, ?, No
19, Private,7, Business, White, Female,25, USA, No
52, Government,8, Craft-repair, White, Male,40, USA, No
25, Self,11, Other-service, White, Female,45, USA, No
17, ?,8, ?, Other, Female,40, USA, No
21, Private,9, Adm-clerical, White, Female,40, USA, No
41, Self,11, Farming-fishing, White, Male,60, USA, No
55, Private,9, Craft-repair, White, Male,40, USA, Yes
20, ?,6, ?, White, Female,40, USA, No
24, Private,10, Tech-support, White, Male,40, USA, No
41, Government,13, Prof-specialty, White, Male,38, USA, Yes
23, Private,10, Business, White, Female,35, USA, No
33, Private,9, Business, White, Female,40, USA, No
29, Private,13, Business, White, Female,45, USA, Yes
50, Government,10, Adm-clerical, Other, Female,40, USA, No
37, Self,7, Business, White, Male,60, ?, No
48, Private,11, Craft-repair, White, Male,40, USA, Yes
19, Government,10, Adm-clerical, White, Female,10, USA, No
40, Private,10, Craft-repair, White, Male,40, USA, No
30, Private,9, Transport-moving, White, Female,70, USA, No
65, Private,7, Other-service, White, Male,20, USA, No
44, Government,13, Business, Black, Male,48, USA, No
32, Private,13, Business, White, Male,45, USA, No
41, Private,10, Business, White, Male,65, USA, Yes
28, Private,4, Prof-specialty, White, Male,55, USA, No
44, Government,11, Protective-serv, White, Male,48, USA, Yes
39, Government,12, Other-service, White, Female,55, USA, No
59, Private,9, Adm-clerical, White, Female,40, USA, No
31, Private,14, Business, White, Male,60, Other, Yes
34, Private,9, Machine-op-inspct, White, Male,40, USA, No
20, Private,9, Handlers-cleaners, White, Male,40, USA, No
33, Private,13, Prof-specialty, White, Male,40, USA, No
52, Private,16, Prof-specialty, White, Male,65, USA, Yes
31, Private,12, Tech-support, White, Female,44, USA, No
39, Private,9, Machine-op-inspct, White, Male,43, USA, No
35, Private,9, Business, White, Male,45, USA, No
37, Self,9, Craft-repair, White, Male,40, USA, No
44, Self,15, Prof-specialty, White, Male,32, USA, Yes
28, Private,12, Business, White, Male,65, USA, No
17, Private,7, Business, White, Female,15, USA, No
23, Private,13, Business, White, Female,60, USA, No
35, Private,9, Transport-moving, White, Male,80, USA, Yes
19, Private,10, Business, White, Male,20, USA, No
30, Private,9, Handlers-cleaners, White, Male,40, USA, No
27, Private,13, Adm-clerical, White, Female,40, USA, No
29, ?,9, ?, White, Male,50, USA, No
27, Private,11, Business, White, Male,65, Other, Yes
37, Private,9, Business, White, Male,45, USA, Yes
44, Private,11, Prof-specialty, White, Male,50, USA, Yes
34, Private,13, Business, White, Male,55, USA, Yes
43, Private,9, Machine-op-inspct, White, Female,40, USA, No
41, Private,9, Transport-moving, White, Male,40, USA, No
34, Self,9, Craft-repair, White, Male,50, USA, No
23, Private,10, Adm-clerical, White, Male,45, USA, No
51, Private,9, Adm-clerical, White, Female,20, USA, No
24, Private,12, Business, White, Male,40, USA, No
38, Self,9, Business, White, Female,24, USA, Yes
24, Private,9, Transport-moving, Black, Male,40, USA, No
53, Self,16, Prof-specialty, White, Male,40, USA, Yes
33, Private,10, Business, White, Male,56, USA, Yes
24, Private,9, Craft-repair, White, Male,40, USA, No
45, Private,14, Business, Black, Male,40, USA, Yes
31, Private,7, Farming-fishing, White, Male,50, USA, No
38, Government,10, Transport-moving, Black, Female,47, USA, No
28, Private,13, Business, White, Female,50, USA, Yes
38, Private,11, Craft-repair, White, Male,50, USA, Yes
25, Private,13, Business, White, Male,50, USA, No
29, Private,10, Other-service, White, Male,40, USA, No
29, Private,9, Prof-specialty, White, Female,50, USA, No
48, Private,9, Transport-moving, White, Male,50, USA, Yes
24, Private,11, Adm-clerical, Other, Female,40, Other, No
31, Private,9, Other-service, White, Female,30, USA, No
36, Private,10, Business, White, Male,45, USA, No
62, Private,13, Prof-specialty, White, Male,50, USA, Yes
25, Private,13, Business, White, Female,40, USA, No
55, Private,9, Adm-clerical, White, Female,40, USA, No
21, Private,10, Business, White, Female,40, Other, No
60, Private,5, Farming-fishing, White, Male,45, USA, No
41, Private,12, Craft-repair, White, Male,40, USA, No
43, Government,9, Craft-repair, White, Male,40, USA, No
30, Private,9, Machine-op-inspct, White, Male,40, USA, Yes
47, Private,10, Prof-specialty, White, Male,40, USA, No
50, Private,9, Machine-op-inspct, White, Male,40, USA, No
41, Self,9, Business, White, Male,55, USA, Yes
23, Private,9, Craft-repair, White, Male,40, Other, No
38, ?,4, ?, White, Female,40, USA, No
30, Private,12, Business, White, Male,40, Other, No
35, Private,9, Tech-support, White, Female,40, USA, No
25, Private,10, Prof-specialty, White, Female,35, USA, No
61, Private,15, Business, White, Male,20, USA, No
71, ?,9, ?, White, Male,70, USA, No
35, Government,9, Prof-specialty, White, Female,40, USA, No
35, Government,9, Prof-specialty, White, Female,40, USA, No
38, Private,9, Protective-serv, White, Male,40, Other, No
27, Self,11, Craft-repair, White, Male,40, USA, No
51, Private,2, Other-service, White, Female,35, Other, No
55, Self,12, Business, White, Female,40, USA, No
45, Private,13, Business, White, Male,55, USA, No
33, Private,11, Adm-clerical, Black, Female,40, USA, No
25, Government,10, Tech-support, Black, Male,40, USA, No
52, Private,16, Business, White, Male,38, USA, Yes
46, Private,10, Machine-op-inspct, White, Female,17, USA, No
34, Private,10, Business, White, Female,20, USA, No
52, Government,13, Prof-specialty, White, Male,40, USA, No
47, Private,10, Other-service, White, Female,40, USA, No
46, Private,13, Prof-specialty, Black, Female,40, USA, No
36, Self,10, Business, White, Male,60, USA, Yes
69, ?,4, ?, White, Male,48, USA, No
34, Private,10, Business, White, Female,40, USA, Yes
36, Private,9, Craft-repair, White, Male,65, USA, No
31, Private,9, Adm-clerical, White, Male,40, USA, No
31, Self,9, Other-service, White, Female,40, USA, Yes
38, Government,13, Craft-repair, White, Male,40, USA, No
57, Government,10, Business, White, Female,35, USA, No
24, Private,12, Business, White, Male,20, USA, No
37, Private,9, Farming-fishing, White, Male,45, USA, No
69, Self,10, Craft-repair, White, Male,72, USA, Yes
39, Private,14, Prof-specialty, White, Male,40, USA, Yes
38, Private,11, Craft-repair, White, Male,40, USA, No
34, Government,9, Handlers-cleaners, Black, Male,40, USA, No
21, Private,9, Business, White, Female,40, USA, No
21, Private,10, Other-service, White, Female,20, USA, No
61, Private,9, Transport-moving, White, Male,40, USA, No
35, Private,9, Adm-clerical, White, Male,45, USA, No
29, Private,10, Business, Black, Male,55, Other, No
18, ?,6, ?, White, Female,30, USA, No
41, Government,9, Business, White, Male,45, USA, No
42, Private,8, Craft-repair, Black, Male,60, ?, Yes
52, Private,14, Prof-specialty, White, Female,40, USA, Yes
38, Private,8, Other-service, White, Female,17, USA, No
51, Self,9, Farming-fishing, White, Male,50, USA, No
55, Private,9, Other-service, Other, Male,40, Other, No
20, Private,10, Machine-op-inspct, White, Female,40, USA, No
23, Private,10, Business, White, Male,40, USA, No
24, Private,12, Craft-repair, White, Male,40, USA, No
48, Private,13, Business, White, Male,40, USA, No
22, Private,9, Other-service, White, Female,40, USA, No
22, Government,10, Other-service, White, Female,15, USA, No
28, Private,10, Adm-clerical, Black, Female,40, USA, No
28, Private,14, Business, White, Male,45, Other, Yes
34, Private,13, Business, White, Male,55, USA, Yes
25, Private,9, Adm-clerical, Black, Male,40, USA, No
48, Private,9, Craft-repair, White, Male,50, USA, No
32, Government,9, Protective-serv, White, Male,43, USA, No
31, Private,5, Craft-repair, Other, Male,35, USA, No
65, ?,9, ?, White, Female,25, USA, No
56, Government,10, Adm-clerical, White, Female,35, USA, No
22, Self,11, Farming-fishing, Other, Male,75, USA, No
27, Private,13, Tech-support, White, Male,50, USA, No
27, Government,9, Adm-clerical, Black, Female,40, USA, No
30, Government,14, Prof-specialty, White, Male,45, USA, No
33, Private,10, Business, White, Female,40, USA, No
50, Private,13, Prof-specialty, White, Male,43, USA, Yes
19, Private,10, Business, White, Female,22, USA, No
42, Private,9, Business, White, Male,40, USA, No
37, Government,9, Adm-clerical, Black, Male,40, USA, No
26, Private,9, Adm-clerical, White, Male,40, USA, No
32, ?,8, ?, Black, Female,40, USA, No
43, Private,10, Prof-specialty, White, Female,40, USA, No
47, Private,9, Adm-clerical, White, Female,40, USA, No
26, Private,13, Adm-clerical, White, Female,40, USA, Yes
24, Private,10, Adm-clerical, White, Female,40, USA, No
34, Private,7, Other-service, White, Female,70, USA, No
33, Self,9, Transport-moving, White, Male,45, USA, No
35, Private,14, Prof-specialty, Other, Female,40, Other, Yes
57, Private,9, Craft-repair, White, Male,50, USA, Yes
45, Private,9, Adm-clerical, White, Male,7, USA, No
42, Private,10, Machine-op-inspct, Black, Female,40, USA, No
25, Private,13, Business, White, Male,35, USA, No
56, Private,9, Business, White, Male,40, USA, Yes
25, Private,9, Craft-repair, White, Male,40, USA, No
23, Private,13, Machine-op-inspct, White, Male,50, USA, No
35, Government,10, Protective-serv, White, Male,50, USA, No
28, Private,5, Other-service, White, Male,52, USA, No
41, Private,12, Craft-repair, White, Male,60, USA, Yes
26, Private,9, Craft-repair, White, Male,40, USA, No
37, Private,9, Other-service, Black, Female,30, USA, No
22, Private,9, Other-service, Other, Male,20, Other, No
30, Private,13, Other-service, White, Male,40, USA, No
42, Private,13, Tech-support, White, Male,40, USA, No
38, Private,11, Other-service, White, Female,30, USA, No
49, Private,1, Other-service, White, Male,40, ?, No
27, Private,13, Business, White, Male,60, USA, Yes
43, Government,9, Adm-clerical, White, Female,40, USA, Yes
68, ?,10, ?, White, Female,40, USA, No
41, Private,9, Craft-repair, White, Male,40, USA, No
25, Private,9, Adm-clerical, White, Male,40, USA, No
23, Private,13, Other-service, White, Male,40, USA, No
68, Private,13, Prof-specialty, White, Male,40, Other, Yes
17, Private,6, Other-service, White, Male,25, USA, No
45, Self,13, Business, White, Female,40, USA, No
45, Private,11, Business, White, Male,40, USA, Yes
30, Private,10, Business, White, Male,40, USA, Yes
49, Government,10, Prof-specialty, White, Female,20, USA, No
42, Private,10, Craft-repair, White, Male,45, USA, Yes
29, Private,9, Other-service, White, Female,40, USA, No
21, Government,10, Other-service, White, Female,40, USA, No
20, Private,10, Other-service, White, Female,19, USA, No
59, Private,7, Other-service, Black, Female,35, USA, No
26, Private,6, Craft-repair, White, Male,55, USA, No
25, Private,14, Other-service, White, Female,37, USA, No
33, Private,9, Transport-moving, White, Male,55, USA, Yes
35, Private,9, Other-service, White, Female,40, USA, No
45, Government,9, Craft-repair, White, Male,40, USA, Yes
66, Private,10, Business, White, Male,28, USA, No
67, ?,3, ?, Black, Female,40, USA, No
33, Private,12, Business, Other, Male,36, USA, No
38, Private,9, Transport-moving, Other, Male,40, Other, No
72, Private,9, Business, White, Male,12, USA, No
21, Private,10, Adm-clerical, White, Female,12, USA, No
39, Private,10, Farming-fishing, White, Male,60, USA, No
41, Private,9, Craft-repair, White, Male,40, USA, Yes
22, Private,10, Prof-specialty, White, Male,12, USA, No
49, Self,10, Business, White, Male,50, USA, Yes
24, Private,13, Adm-clerical, White, Male,32, USA, No
25, Private,7, Machine-op-inspct, White, Male,40, USA, No
26, Private,10, Adm-clerical, White, Male,40, USA, No
50, Private,9, Craft-repair, White, Male,40, USA, No
23, Private,9, Other-service, White, Female,40, USA, No
41, Private,6, Business, White, Male,48, USA, No
60, Private,9, Protective-serv, White, Male,40, USA, No
67, ?,9, ?, White, Female,7, USA, No
77, Government,13, Adm-clerical, White, Male,14, USA, No
62, Private,10, Other-service, White, Female,60, USA, No
22, Private,10, Craft-repair, White, Male,35, USA, No
37, Private,10, Adm-clerical, White, Female,40, USA, No
17, Private,7, Handlers-cleaners, White, Male,10, USA, No
52, Government,14, Adm-clerical, White, Female,40, USA, Yes
31, Private,9, Craft-repair, White, Male,35, USA, No
23, Government,13, Prof-specialty, White, Male,40, USA, No
27, Self,9, Craft-repair, White, Male,50, Other, No
38, Self,10, Business, White, Female,45, USA, No
23, Private,6, Other-service, White, Female,40, USA, No
22, Government,10, Adm-clerical, Black, Female,40, USA, No
61, Self,9, Farming-fishing, White, Male,40, USA, No
55, Private,3, Machine-op-inspct, White, Male,40, Other, No
23, Private,10, Other-service, White, Female,40, USA, No
39, Private,3, Other-service, Other, Female,40, Other, No
38, Government,16, Business, White, Male,50, USA, Yes
25, Private,10, Adm-clerical, White, Female,40, USA, No
25, Private,13, Business, Other, Male,44, Other, No
66, Private,10, Business, White, Male,24, USA, No
30, Private,10, Adm-clerical, White, Female,40, USA, No
32, Private,9, Farming-fishing, White, Male,40, USA, No
43, Private,10, Business, White, Male,40, USA, Yes
18, Private,4, Business, White, Male,30, Other, No
20, Private,7, Craft-repair, White, Male,60, USA, No
20, Private,9, Transport-moving, Black, Male,45, USA, No
34, Private,14, Business, Black, Female,40, USA, No
33, Private,12, Machine-op-inspct, White, Male,40, USA, No
40, Private,9, Business, White, Male,60, USA, No
33, Private,9, Business, White, Male,60, USA, Yes
30, Private,9, Machine-op-inspct, White, Male,42, USA, No
41, Government,1, Handlers-cleaners, White, Female,30, USA, No
20, Private,10, Adm-clerical, White, Female,12, USA, No
40, Self,13, Business, White, Male,50, USA, Yes
44, Self,13, Business, White, Male,40, USA, No
50, Private,3, Machine-op-inspct, Other, Female,35, Other, No
38, ?,15, ?, White, Female,30, USA, No
30, Government,9, Handlers-cleaners, White, Male,25, USA, No
45, Private,10, Business, White, Male,40, USA, No
25, Private,13, Prof-specialty, White, Female,40, USA, No
22, ?,10, ?, White, Male,40, USA, No
25, Private,10, Machine-op-inspct, White, Male,40, USA, No
63, ?,13, ?, White, Male,40, USA, No
55, Government,9, Farming-fishing, White, Male,40, USA, Yes
26, Private,10, Other-service, White, Female,30, USA, No
22, Private,10, Machine-op-inspct, White, Male,40, USA, No
41, Self,9, Craft-repair, White, Male,40, USA, No
21, Private,11, Protective-serv, White, Male,40, USA, No
39, Private,9, Machine-op-inspct, White, Male,40, USA, No
82, ?,11, ?, White, Female,8, USA, No
18, Private,7, Business, White, Male,15, USA, No
60, Private,7, Protective-serv, White, Male,40, USA, No
22, Private,10, Handlers-cleaners, White, Male,20, USA, No
39, Government,10, Protective-serv, Black, Female,40, USA, Yes
34, Private,9, Adm-clerical, White, Male,40, USA, No
50, Government,14, Prof-specialty, Black, Female,30, ?, No
53, Private,10, Adm-clerical, White, Female,40, USA, No
27, Private,9, Business, Black, Male,60, USA, No
37, Private,10, Handlers-cleaners, Black, Male,50, USA, No
25, Private,9, Other-service, White, Male,50, Other, No
33, Private,10, Transport-moving, White, Male,60, Other, No
34, Government,13, Prof-specialty, White, Male,55, USA, No
35, Private,11, Other-service, White, Female,65, USA, No
51, Private,10, Business, White, Male,45, USA, Yes
33, Private,6, Farming-fishing, White, Male,40, USA, No
57, Self,9, Farming-fishing, White, Male,60, USA, Yes
25, ?,10, ?, White, Male,40, USA, No
56, Private,4, Handlers-cleaners, White, Male,40, USA, No
34, Private,13, Business, White, Male,85, Other, Yes
36, Private,13, Prof-specialty, White, Male,40, USA, No
46, Private,9, Craft-repair, White, Male,40, USA, Yes
55, Private,9, Farming-fishing, White, Male,45, USA, Yes
88, Self,15, Business, White, Male,40, USA, No
60, Self,10, Business, White, Male,35, Other, No
40, Self,14, Business, White, Female,20, USA, No
21, Private,10, Business, White, Female,55, USA, No
46, Private,9, Machine-op-inspct, Black, Female,36, USA, No
56, Private,16, Prof-specialty, White, Male,50, USA, No
36, Self,9, Transport-moving, White, Male,60, USA, No
67, Self,10, Business, White, Male,40, USA, No
35, Private,10, Craft-repair, White, Male,60, USA, No
20, Private,10, Farming-fishing, White, Female,40, USA, No
34, Private,9, Craft-repair, White, Male,40, USA, No
23, Private,9, Craft-repair, Other, Male,40, Other, No
19, ?,9, ?, White, Male,30, USA, No
19, Private,10, Farming-fishing, White, Female,15, USA, No
25, Private,10, Handlers-cleaners, White, Male,40, USA, No
53, Private,9, Craft-repair, White, Male,40, USA, No
18, ?,10, ?, Black, Female,40, Other, No
31, Self,9, Farming-fishing, White, Male,91, USA, No
33, Private,4, Handlers-cleaners, White, Male,40, Other, No
33, Government,10, Other-service, Black, Male,40, USA, No
45, Self,15, Prof-specialty, White, Male,36, USA, Yes
35, Private,10, Other-service, Black, Female,40, USA, No
20, ?,9, ?, White, Male,40, USA, No
36, Private,7, Transport-moving, White, Male,40, USA, No
36, Private,9, Machine-op-inspct, White, Male,85, USA, No
51, Self,9, Business, White, Male,30, USA, No
45, ?,14, ?, White, Male,40, USA, No
45, Government,15, Prof-specialty, Black, Male,36, USA, Yes
24, Private,3, Machine-op-inspct, White, Male,40, Other, No
28, Private,11, Tech-support, White, Female,36, USA, No
63, Private,7, Business, White, Male,22, USA, No
35, Private,9, Craft-repair, Black, Male,60, USA, Yes
25, Self,13, Business, White, Female,40, USA, No
36, Private,11, Business, White, Female,55, USA, Yes
44, Private,9, Other-service, White, Male,30, USA, No
49, Self,9, Farming-fishing, White, Female,28, USA, No
52, Private,2, Farming-fishing, White, Male,40, USA, No
27, Private,13, Handlers-cleaners, Black, Male,40, USA, No
35, Private,10, Adm-clerical, Black, Male,40, USA, No
51, Private,13, Prof-specialty, White, Male,50, USA, Yes
49, Private,4, Craft-repair, White, Male,40, USA, No
35, Government,13, Business, Other, Male,40, Other, Yes
28, Private,10, Business, White, Female,40, USA, No
37, Private,10, Craft-repair, White, Male,50, USA, No
65, Private,13, Adm-clerical, White, Female,40, USA, No
24, Private,13, Other-service, White, Female,40, USA, No
30, Government,12, Prof-specialty, White, Female,40, USA, No
38, Private,9, Craft-repair, White, Male,65, USA, No
58, Self,9, Business, White, Male,55, USA, Yes
57, Private,14, Business, Black, Male,40, USA, Yes
40, Private,13, Business, White, Female,45, USA, Yes
42, Private,10, Adm-clerical, Black, Female,40, USA, No
31, Self,9, Business, White, Male,40, USA, Yes
17, Private,8, Handlers-cleaners, White, Male,20, USA, No
42, Private,10, Machine-op-inspct, White, Female,40, USA, No
25, Private,14, Prof-specialty, White, Female,40, USA, No
40, Private,10, Prof-specialty, White, Male,40, USA, Yes
65, ?,15, ?, White, Male,80, USA, Yes
29, Private,14, Business, White, Female,45, USA, No
31, Private,13, Prof-specialty, White, Male,40, USA, Yes
71, Government,14, Business, White, Male,20, USA, No
34, Private,13, Adm-clerical, White, Female,40, USA, No
25, Private,9, Adm-clerical, White, Male,40, USA, No
40, Private,9, Other-service, White, Male,30, USA, No
67, Private,10, Adm-clerical, White, Female,25, USA, No
40, Private,9, Craft-repair, White, Male,40, USA, Yes
18, Private,9, Business, Black, Female,18, USA, No
38, Private,13, Prof-specialty, White, Male,50, USA, Yes
38, Private,7, Craft-repair, White, Male,40, Other, No
42, Private,9, Other-service, Black, Male,40, Other, No
36, Government,9, Other-service, White, Female,32, USA, No
23, Self,2, Business, White, Male,40, USA, No
56, Private,9, Transport-moving, Black, Male,40, USA, No
36, Private,10, Business, White, Male,52, USA, Yes
22, Private,10, Craft-repair, White, Male,40, USA, No
39, Private,8, Adm-clerical, White, Female,40, USA, No
36, Government,15, Prof-specialty, Other, Female,40, Other, No
44, Private,10, Craft-repair, White, Male,56, USA, Yes
38, Private,7, Machine-op-inspct, Black, Female,52, USA, No
19, ?,10, ?, White, Male,40, USA, No
37, Private,6, Transport-moving, White, Male,55, USA, No
57, Government,9, Adm-clerical, White, Female,16, USA, No
54, Private,8, Craft-repair, White, Male,40, USA, No
18, Self,10, Farming-fishing, White, Male,30, USA, No
22, ?,10, ?, White, Male,72, USA, No
63, Self,4, Craft-repair, White, Male,40, USA, No
38, Self,9, Other-service, White, Female,20, Other, No
26, Private,7, Other-service, White, Male,25, USA, No
40, Private,7, Other-service, White, Female,20, USA, No
20, Private,9, Machine-op-inspct, White, Male,40, USA, No
39, Private,6, Machine-op-inspct, White, Male,40, USA, No
28, Private,9, Handlers-cleaners, White, Male,42, USA, No
30, Private,10, Prof-specialty, Other, Female,5, USA, Yes
42, Private,9, Machine-op-inspct, White, Female,40, USA, No
42, Private,9, Transport-moving, White, Male,50, USA, No
21, Private,9, Machine-op-inspct, White, Female,40, USA, No
40, Private,10, Craft-repair, White, Male,40, USA, No
36, Private,7, Machine-op-inspct, White, Female,40, USA, No
67, Private,10, Adm-clerical, White, Male,35, USA, No
65, Private,10, Adm-clerical, White, Female,40, USA, No
50, Government,13, Prof-specialty, White, Female,50, USA, No
18, Private,6, Farming-fishing, White, Male,27, USA, No
31, Private,9, Other-service, Black, Female,38, USA, No
36, Self,10, Business, White, Male,50, USA, Yes
20, Private,9, Adm-clerical, White, Female,40, USA, No
34, Private,9, Transport-moving, White, Male,40, USA, No
24, Private,9, Other-service, White, Male,39, USA, No
38, Government,9, Prof-specialty, White, Female,40, USA, No
17, Private,6, Adm-clerical, White, Female,20, USA, No
52, Other,9, Adm-clerical, White, Female,30, USA, No
34, Private,14, Prof-specialty, White, Female,40, USA, Yes
30, ?,9, ?, Black, Male,40, USA, No
49, Private,15, Prof-specialty, White, Male,48, USA, No
45, Private,5, Other-service, White, Female,15, USA, No
46, Private,13, Adm-clerical, Other, Male,35, Other, Yes
34, Self,13, Business, White, Male,50, USA, Yes
21, Self,8, Adm-clerical, White, Female,30, Other, No
17, Private,7, Other-service, White, Female,30, USA, No
23, Private,10, Other-service, Black, Male,40, USA, No
32, Private,10, Handlers-cleaners, White, Male,40, USA, No
22, Private,10, Craft-repair, White, Male,40, USA, No
48, Government,9, Adm-clerical, White, Male,35, USA, Yes
27, Government,13, Prof-specialty, White, Male,50, USA, No
43, Private,14, Adm-clerical, White, Male,40, USA, No
44, Private,9, Other-service, Other, Female,50, Other, No
55, Private,10, Business, White, Male,60, USA, Yes
31, Private,9, Machine-op-inspct, Black, Male,40, USA, No
34, Private,9, Craft-repair, White, Male,48, USA, No
34, Private,9, Farming-fishing, White, Male,40, USA, No
37, Private,13, Other-service, White, Male,40, USA, No
21, Private,10, Prof-specialty, White, Male,10, USA, No
35, Private,11, Adm-clerical, Black, Male,40, USA, No
28, Private,10, Other-service, White, Female,30, USA, No
62, Private,9, Machine-op-inspct, White, Female,40, USA, No
40, Government,10, Farming-fishing, White, Male,40, USA, No
34, Private,13, Machine-op-inspct, White, Female,39, USA, No
32, Private,14, Prof-specialty, White, Female,40, USA, No
70, Private,10, Business, White, Female,34, USA, No
23, Private,9, Other-service, White, Male,50, USA, No
30, Private,9, Craft-repair, White, Male,48, USA, No
57, Private,9, Craft-repair, Other, Male,40, USA, No
34, Self,15, Prof-specialty, White, Male,35, USA, Yes
24, Private,6, Other-service, White, Male,40, Other, No
41, Government,13, Prof-specialty, White, Male,35, USA, Yes
38, Self,4, Business, White, Male,40, Other, No
48, Private,12, Adm-clerical, White, Female,40, USA, No
43, Private,13, Machine-op-inspct, Black, Male,40, USA, No
18, Private,10, Other-service, White, Female,40, USA, No
35, Private,13, Business, White, Male,40, USA, Yes
42, Private,9, Machine-op-inspct, White, Male,48, USA, No
30, Private,10, Other-service, White, Female,35, USA, No
42, Private,13, Tech-support, White, Male,45, USA, Yes
48, Private,10, Handlers-cleaners, Black, Male,40, USA, No
70, Private,9, Other-service, White, Female,28, USA, No
37, Private,5, Craft-repair, White, Male,35, USA, No
51, Private,11, Prof-specialty, White, Female,40, USA, No
35, Private,9, Handlers-cleaners, White, Male,40, Other, No
59, Self,13, Prof-specialty, White, Male,43, USA, Yes
57, Private,13, Business, White, Male,50, USA, Yes
26, Private,9, Craft-repair, White, Male,20, USA, No
26, Private,3, Craft-repair, Other, Male,35, Other, No
19, Private,9, Handlers-cleaners, White, Male,35, USA, No
34, Private,9, Machine-op-inspct, White, Female,40, USA, No
56, Private,13, Business, White, Female,55, USA, Yes
25, Private,13, Adm-clerical, Other, Female,40, USA, No
46, Self,15, Prof-specialty, White, Male,80, USA, Yes
22, Private,9, Other-service, White, Male,20, USA, No
32, Private,11, Other-service, White, Female,40, ?, No
72, Self,10, Business, White, Male,40, USA, No
36, Private,9, Craft-repair, White, Male,40, USA, No
28, Private,9, Business, White, Female,45, USA, Yes
76, ?,5, ?, White, Male,25, USA, No
37, Private,9, Prof-specialty, White, Male,40, USA, No
42, Private,13, Business, White, Male,50, USA, Yes
44, Private,10, Machine-op-inspct, White, Male,44, USA, No
33, Private,10, Prof-specialty, White, Female,21, USA, Yes
53, Government,16, Prof-specialty, White, Male,40, USA, No
28, Private,10, Business, White, Male,50, USA, No
69, Private,13, Handlers-cleaners, White, Male,20, USA, No
20, Private,10, Other-service, White, Male,27, USA, No
33, Private,10, Business, White, Male,50, USA, No
47, Private,9, Other-service, Black, Male,60, USA, Yes
50, Government,9, Craft-repair, White, Male,35, USA, Yes
22, Private,10, Prof-specialty, White, Male,45, USA, No
20, Private,9, Craft-repair, White, Male,40, USA, No
42, Government,13, Prof-specialty, White, Male,50, USA, No
23, Private,9, Tech-support, Other, Male,40, Other, No
24, ?,9, ?, Black, Male,50, Other, No
32, Private,10, Business, White, Female,45, USA, No
41, Private,13, Business, Black, Male,50, USA, No
35, Private,9, Craft-repair, White, Male,40, USA, No
40, Private,14, Business, White, Male,50, USA, Yes
25, Private,10, Machine-op-inspct, Black, Male,40, USA, No
34, Government,16, Tech-support, Other, Male,20, Other, No
23, Private,11, Transport-moving, Other, Male,40, Other, No
30, Government,14, Prof-specialty, White, Male,40, USA, Yes
55, Government,14, Prof-specialty, White, Female,45, USA, No
26, Private,14, Prof-specialty, White, Female,40, USA, No
42, ?,9, ?, White, Male,60, Other, No
39, Private,14, Prof-specialty, White, Male,60, USA, No
52, Private,9, Transport-moving, Other, Male,40, USA, Yes
42, Private,10, Business, White, Male,60, Other, No
25, Private,13, Business, White, Male,48, USA, No
27, Private,13, Business, White, Male,35, USA, No
30, Self,4, Craft-repair, White, Male,40, USA, No
23, Government,13, Prof-specialty, White, Male,40, USA, Yes
47, Self,13, Business, White, Male,40, USA, Yes
58, ?,13, ?, White, Male,25, USA, No
18, Private,9, Other-service, White, Female,20, USA, No
52, Private,10, Adm-clerical, White, Female,35, USA, No
24, Private,9, Business, White, Female,48, USA, No
58, Self,9, Business, White, Male,55, USA, Yes
35, Private,9, Adm-clerical, White, Male,40, USA, No
31, Private,11, Farming-fishing, White, Male,40, USA, No
46, Private,10, Craft-repair, White, Male,60, USA, Yes
43, Private,14, Prof-specialty, White, Male,40, USA, Yes
21, Private,9, Other-service, White, Female,35, USA, No
52, Private,10, Business, White, Male,60, USA, No
24, Private,13, Business, White, Female,35, USA, No
22, Private,9, Machine-op-inspct, White, Female,48, USA, No
39, Private,10, Adm-clerical, Other, Male,25, Other, No
34, Government,9, Transport-moving, Black, Male,40, USA, No
58, Private,13, Prof-specialty, White, Male,40, USA, Yes
26, Private,13, Adm-clerical, White, Male,25, USA, No
29, Private,9, Handlers-cleaners, Other, Male,40, USA, No
67, ?,13, ?, White, Male,40, USA, No
28, Private,12, Adm-clerical, Black, Female,35, Other, No
62, Government,10, Machine-op-inspct, White, Male,40, USA, No
54, Private,3, Transport-moving, White, Male,40, USA, Yes
36, Private,10, Business, White, Male,65, USA, No
18, Private,8, Handlers-cleaners, White, Male,18, USA, No
25, Private,11, Craft-repair, White, Male,40, USA, No
48, Private,10, Craft-repair, Black, Female,40, USA, No
56, Private,6, Craft-repair, White, Male,70, ?, No
30, Private,15, Tech-support, White, Female,24, USA, No
41, Government,9, Business, White, Female,40, USA, No
59, Private,9, Tech-support, White, Male,60, USA, Yes
36, Private,7, Craft-repair, White, Male,40, USA, No
30, Private,9, Business, White, Female,54, USA, No
27, Private,9, Handlers-cleaners, White, Male,40, USA, No
19, ?,9, ?, White, Female,30, USA, No
30, Private,13, Other-service, Other, Male,15, Other, No
47, Private,11, Business, Black, Female,25, USA, No
39, Private,9, Business, White, Male,40, USA, Yes
31, Private,9, Adm-clerical, Other, Male,40, USA, No
44, Private,12, Adm-clerical, White, Female,40, USA, No
